# BEAST v1.10.5 Prerelease #23570d1
# Generated Thu Dec 22 21:37:57 GMT 2022 [seed=1671745062937]
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
34000	-29831.58012941753	-756.1153635653967	-29075.46476585213	101.93643596861665	1903.0635640313833	2243.998781486199	849.4748556431705	8.501315603592491	0.4048777296601018	0.1823658810374105	0.18920701778596247	0.22354937151652507	0.25558368797401243	0.0010898713357466617	0.0010898713357466619	-29075.46476585213	0.0	-528.3830776066354
35000	-29830.45200300776	-757.7579025798042	-29072.694100427954	103.53156904619799	1901.468430953802	2254.6025481785114	627.850553677486	8.501315603592491	0.4029556945708217	0.18860017356066722	0.1776755437559943	0.23076858811251666	0.2846990357884647	0.0010489330497749794	0.0010489330497749788	-29072.694100427954	0.0	-530.0696289496099
36000	-29823.573159888263	-746.7706856272996	-29076.802474260963	95.15681385401817	1909.843186145982	2023.6738933139598	686.0555380507428	8.501315603592491	0.39758626610227593	0.19148816641500915	0.1805105378013778	0.230415029681337	0.2621654493627496	0.0011435466356709589	0.001143546635670959	-29076.802474260963	0.0	-519.0810307755803
37000	-29811.920437078326	-745.9819648969947	-29065.938472181333	89.47538087998053	1915.5246191200195	1987.9754975120704	675.7994276150772	8.501315603592491	0.4074122377148456	0.1847644186236939	0.1805105378013778	0.22731280586008262	0.2621654493627496	0.0011486748175266572	0.0011486748175266576	-29065.938472181333	0.0	-518.3118019938175
38000	-29806.62225468791	-747.5800204342427	-29059.04223425367	89.33145025512657	1915.6685497448734	2031.8327135680302	698.4280321111944	8.234706401604814	0.40465039499207767	0.18747453512129925	0.1898537305172967	0.21802133936932627	0.2522351124415424	0.0011221410962703926	0.0011221410962703922	-29059.04223425367	0.0	-520.0106387550579
39000	-29804.175978033294	-740.680846027381	-29063.49513200591	83.84498781260086	1921.155012187399	1856.5947095462182	511.59095158442364	8.740870416967006	0.39645168411528114	0.1869728084576355	0.1853196292467256	0.2312558781803576	0.25574088254690136	0.0012023228091140297	0.0012023228091140301	-29063.49513200591	0.0	-512.9695192603034
40000	-29805.602219351822	-744.8619553791787	-29060.740263972642	88.9168693387967	1916.0831306612033	1986.6405510881234	638.58605062242	8.740870416967006	0.3993713544722605	0.19298678421363039	0.1857670139398358	0.22187484737427315	0.2622565016283191	0.0011349916661755409	0.0011349916661755402	-29060.740263972642	0.0	-517.1776686164241
41000	-29804.62177256793	-751.5672607420461	-29053.054511825885	93.76255722482556	1911.2374427751745	2124.9949164670575	659.0222783153719	8.740870416967006	0.40386816269916403	0.18707929073207386	0.19120344609847148	0.21784910047029052	0.2622565016283191	0.0010789300178815837	0.0010789300178815839	-29053.054511825885	0.0	-523.9040635680881
42000	-29798.436314117484	-740.5069208357929	-29057.92939328169	87.56843491702756	1917.4315650829724	1881.8849786588519	573.9001294841129	8.740870416967006	0.4107742984370964	0.18793902385375363	0.18686133339056524	0.21442534431858462	0.2676730212687897	0.0012173566193900234	0.0012173566193900236	-29057.92939328169	0.0	-512.713582558006
43000	-29792.611642373027	-749.0008711527863	-29043.61077122024	92.23838839239815	1912.761611607602	2089.7380692065803	714.2877885787956	8.740870416967006	0.4107742984370964	0.18660324725955232	0.18421052074526814	0.21841193355808303	0.25603880037674376	0.0011319806465139273	0.001131980646513927	-29043.61077122024	0.0	-521.2449222665316
44000	-29786.693430763626	-748.7766812679147	-29037.91674949571	94.9811628253	1910.0188371747	2047.0980167337486	859.5263837084588	9.07166833252279	0.40303651013534425	0.18681813024119442	0.18648358367121326	0.22366177595224795	0.24866611761749263	0.001122362999384044	0.0011223629993840445	-29037.91674949571	0.0	-521.0320363711251
45000	-29799.836636260312	-748.6859563186954	-29051.150679941617	97.49565556337471	1907.5043444366254	2082.3929466492027	773.6220172004275	8.094376592630665	0.3997204640401024	0.18905956326838483	0.18667580649222135	0.2245441661992913	0.27552430152337115	0.0011064739690851788	0.0011064739690851777	-29051.150679941617	0.0	-521.0944914907273
46000	-29797.8050009709	-751.9085282236591	-29045.89647274724	98.15892889805676	1906.8410711019433	2167.9350654075033	719.5382434638774	9.007748161521855	0.37980011858025414	0.2060626568601203	0.19110474256962934	0.22303248198999612	0.2697412029328459	0.0010889258259538645	0.0010889258259538647	-29045.89647274724	0.0	-524.114906984589
47000	-29794.87314638074	-757.7108629998102	-29037.16228338093	99.71865467588461	1905.2813453241154	2311.8329223278074	768.6847211649217	8.716260897009906	0.38744956653205254	0.198496778073977	0.19110474256962934	0.222948912824341	0.26545972961563913	9.976536410399302E-4	9.9765364103993E-4	-29037.16228338093	0.0	-530.1137912233938
48000	-29801.203032700858	-757.4414361822169	-29043.76159651864	97.95581814833653	1907.0441818516636	2239.632239610049	1010.7665593035216	8.706594775953546	0.39745717701464456	0.1961591495761061	0.18970301180626944	0.21668066160297975	0.25460453785824616	0.0010367009699107624	0.0010367009699107624	-29043.76159651864	0.0	-529.8175302239608
49000	-29785.49822428666	-750.755697777332	-29034.74252650933	96.71564249684994	1908.28435750315	2117.9336817291537	651.9573742167416	8.662764649566505	0.40915386985166824	0.18833510768400524	0.18248175906963665	0.22002926339468973	0.2727066003629027	0.0010815660460892938	0.001081566046089294	-29034.74252650933	0.0	-523.0864114787356
50000	-29788.18214699379	-749.8500776253329	-29038.332069368458	92.31883422654482	1912.6811657734552	2071.6412865617476	842.0453957962593	8.336264881192118	0.4126162890238454	0.1872787384313357	0.18007570915012905	0.22002926339468973	0.2724036977889301	0.0011058304667078249	0.0011058304667078242	-29038.332069368458	0.0	-522.2254996707798
51000	-29780.418135357857	-747.355956496295	-29033.06217886156	90.06563896382283	1914.934361036177	2034.5007283034251	735.5209454802258	8.293094256057095	0.39061793095976555	0.19028243390044017	0.19622684517507077	0.22287278996472334	0.2609621463779537	0.0011694224262581386	0.001169422426258139	-29033.06217886156	0.0	-519.6378600946629
52000	-29791.585266293867	-753.3125380085501	-29038.272728285316	101.72317632686921	1903.2768236731308	2186.3095867336397	827.9960727458234	8.453565168539804	0.39810397948337806	0.1918127267211006	0.184326492864616	0.2257568009309052	0.2655523090441344	0.0010530130458167952	0.0010530130458167957	-29038.272728285316	0.0	-525.71768492903
53000	-29778.60033175385	-749.6982439580602	-29028.90208779579	95.52216998907178	1909.4778300109283	2084.1088032336634	749.8320711912941	8.92744043224224	0.39089622876645036	0.19124424793380604	0.17650918690850578	0.24135033639123765	0.2695022066883257	0.0011094800198055469	0.0011094800198055475	-29028.90208779579	0.0	-521.9402738372679
54000	-29771.35843727173	-748.8104808097651	-29022.547956461964	89.2160837943406	1915.7839162056594	2021.1108877158522	853.3402165408764	8.497434879530255	0.40587474260805956	0.18477379428710153	0.18011036560604923	0.2292410974987895	0.2695022066883257	0.0011996930354466427	0.0011996930354466432	-29022.547956461964	0.0	-520.971795716084
55000	-29768.29046526005	-738.6537726802336	-29029.636692579814	83.84044557856355	1921.1595544214365	1825.953440418263	634.3762130768104	8.690535228576705	0.4034394915693571	0.1866702279982809	0.18512244604357414	0.2247678343887877	0.24838057712325762	0.0012247878314187303	0.0012247878314187303	-29029.636692579814	0.0	-510.9454918595939
56000	-29776.375487153724	-739.8023552529708	-29036.573131900754	84.180455082763	1920.819544917237	1850.227564074499	663.1874432114073	8.697457228359237	0.3982545342897197	0.19100877026456703	0.1815258254414331	0.22921087000427995	0.2816994299161813	0.0012894175224923748	0.001289417522492374	-29036.573131900754	0.0	-511.85762953229755
57000	-29775.788848095053	-743.9934286768761	-29031.795419418177	82.57829180290028	1922.4217081970996	1886.6855173770925	489.6088111071434	8.597053544009556	0.39810992489910896	0.19100877026456703	0.18699203854767907	0.2238892662886447	0.2776591242541323	0.0013056333014570016	0.001305633301457001	-29031.795419418177	0.0	-516.002898326455
58000	-29778.044894749153	-744.8570211083629	-29033.18787364079	90.5165065547265	1914.4834934452736	1973.0784808695848	667.6619323657472	8.460065965173747	0.39810992489910896	0.1901431204511313	0.18699203854767907	0.22475491610208043	0.2703094844611421	0.0012533226429061845	0.0012533226429061834	-29033.18787364079	0.0	-516.9422539220968
59000	-29782.236598802327	-747.5433030871889	-29034.693295715137	93.47185362153343	1911.5281463784665	2038.4846551378046	683.9248943703855	8.001944987122819	0.40403127244487114	0.18993836309188922	0.18699203854767907	0.21903832591556036	0.2541572644063479	0.0011392317217010918	0.001139231721701093	-29034.693295715137	0.0	-519.9705993940373
60000	-29783.99221000319	-734.5559102670439	-29049.436299736146	84.25875265509843	1920.7412473449015	1771.9271901526745	584.0480465580815	7.822331459068613	0.4013251622271366	0.18677283407758785	0.1904732798912478	0.22142872380402753	0.2648167376011692	0.0012853659427032903	0.0012853659427032901	-29049.436299736146	0.0	-506.9144290884444
61000	-29772.864487534378	-742.8267801944314	-29030.037707339947	83.95045209734923	1921.0495479026508	1885.898702130373	754.7432260579917	9.050516485136173	0.4042195532759166	0.19179892492794068	0.182552797992115	0.22142872380402753	0.26128379174773786	0.0011941167131586084	0.0011941167131586086	-29030.037707339947	0.0	-515.0346423727065
62000	-29791.292243442622	-748.4860554687184	-29042.806187973903	91.27638198504026	1913.7236180149598	1986.364501420442	881.5496291590313	9.220875869618403	0.3974819738826823	0.19179892492794068	0.18743417015885036	0.22328493103052638	0.25748756298661407	0.0012073474924878178	0.0012073474924878176	-29042.806187973903	0.0	-520.5425873672108
63000	-29797.57914789262	-752.9760833555356	-29044.60306453708	95.37528497753577	1909.6247150224642	2152.2283165337735	703.9017482298143	8.355026224239218	0.3974819738826823	0.20165470423586904	0.18743417015885036	0.21342915172259802	0.280004683761475	0.001105257819293457	0.0011052578192934585	-29044.60306453708	0.0	-525.2638986276039
64000	-29791.881146891916	-746.9787932764605	-29044.902353615456	91.49171129019531	1913.5082887098047	2024.2943589480071	659.3630858437026	8.3334712028351	0.3931271360486496	0.1999378435215221	0.18612159442951673	0.2208134260003112	0.2556013890391462	0.00113697341417768	0.00113697341417768	-29044.902353615456	0.0	-519.3522640361659
65000	-29787.354766687127	-745.8680495830206	-29041.486717104108	88.24846995872053	1916.7515300412795	1992.2798451445572	765.462474979816	8.111552006303093	0.3916555839636236	0.1913853147336575	0.18759314651454273	0.2293659547881758	0.2628069477638975	0.001145641577461618	0.0011456415774616193	-29041.486717104108	0.0	-518.2805808362695
66000	-29783.552295277612	-745.719733717732	-29037.83256155988	93.03020418039377	1911.9697958196061	1990.2551225387706	738.4445858421886	8.574840004854082	0.403473252550351	0.18550691051619836	0.18693247212875644	0.22408736480469388	0.2628069477638975	0.0011913179876505589	0.0011913179876505578	-29037.83256155988	0.0	-517.9282266205755
67000	-29774.394778066482	-746.2047467098503	-29028.190031356633	85.39032991502455	1919.6096700849755	1986.9250672498017	655.0867911409637	8.371695813711948	0.41258113913363437	0.18394875349739304	0.1801649384967329	0.2233051688722393	0.26604127975027275	0.0012080851943601734	0.0012080851943601749	-29028.190031356633	0.0	-518.4110176756313
68000	-29783.154885293894	-753.3023243771294	-29029.852560916766	90.17326007152246	1914.8267399284775	2141.637513463016	639.5169056647887	8.371695813711948	0.409049821549988	0.19139047571349496	0.18429102916081347	0.2152686735757032	0.2552467558904069	0.001075071379360489	0.001075071379360488	-29029.852560916766	0.0	-525.7239619718133
69000	-29776.750932757222	-753.3063946745942	-29023.44453808263	93.19444928983047	1911.8055507101694	2172.8936535814287	667.8928330819808	8.947807747578603	0.3977772734487584	0.1893161127132776	0.19038441635765974	0.22252219748030386	0.2714280229520148	0.0010707399434890523	0.0010707399434890517	-29023.44453808263	0.0	-525.5648611597521
70000	-29773.212488424422	-752.0936392327146	-29021.11884919171	91.44913447725514	1913.550865522745	2116.1721312444206	827.1153746625298	9.17066201798047	0.4040723437808386	0.1893161127132776	0.18408934602557953	0.22252219748030386	0.24837271917831738	0.0010862948713483464	0.0010862948713483468	-29021.11884919171	0.0	-524.3620437663566
71000	-29787.21795629557	-750.8448076980685	-29036.373148597504	92.77700430695735	1912.2229956930425	2098.9968030177674	755.2619786372622	9.157347141901766	0.3981504536369878	0.18972302873068292	0.18280985327732352	0.2293166643550053	0.26812724363041196	0.001095212887568106	0.0010952128875681068	-29036.373148597504	0.0	-523.0680621019703
72000	-29778.6350748483	-746.2005502294402	-29032.434524618857	88.15498370923679	1916.8450162907632	1898.4775728934835	935.8479683349872	8.944042620113105	0.4018940809406902	0.18312766300452582	0.1847492711556845	0.23022898489909904	0.24071617105277657	0.0011641370857724943	0.0011641370857724948	-29032.434524618857	0.0	-518.5283792150567
73000	-29784.538246361968	-739.5454847154012	-29044.99276164657	85.03276758010499	1919.967232419895	1839.4911343750782	703.336737312533	8.991938804777186	0.409474829972265	0.19385215802469422	0.17925277192779981	0.21742024007524058	0.274590249603707	0.0012597204200766252	0.0012597204200766254	-29044.99276164657	0.0	-511.6337517781957
74000	-29769.707950247415	-747.8687238116017	-29021.839226435815	90.15086349561412	1914.8491365043858	2023.575009293333	652.4978557326634	8.776916210581449	0.4085526030613214	0.18983172835060796	0.18600067474544915	0.21561499384262106	0.26124714242961883	0.0011590012936057376	0.0011590012936057363	-29021.839226435815	0.0	-520.0874967619498
75000	-29772.396912243847	-748.1629802038584	-29024.233932039988	89.77576174752991	1915.22423825247	2032.1503947853046	786.1963260191445	8.776916210581449	0.39961302900946494	0.19111404292300396	0.18198265013671935	0.2272902779308113	0.25845370944310525	0.0011506772535126793	0.0011506772535126797	-29024.233932039988	0.0	-520.4000352295593
76000	-29784.705662929322	-754.8886657638238	-29029.816997165497	97.628166144231	1907.371833855769	2208.108593260909	640.3187773629762	8.776916210581449	0.39375692639019355	0.19631671399535727	0.18263608168363737	0.2272902779308113	0.2767312164264776	0.0010431143217797516	0.001043114321779752	-29029.816997165497	0.0	-527.2147961505216
77000	-29774.497633709998	-751.051295011815	-29023.446338698184	91.14458017493169	1913.8554198250683	2128.3920801959493	748.7677621174489	8.776916210581449	0.41126751574756665	0.18701459974494367	0.1789053721664168	0.22281251234107227	0.26535276619722603	0.0010595108336945087	0.0010595108336945084	-29023.446338698184	0.0	-523.4222545035504
78000	-29782.602961626617	-751.3852033589277	-29031.21775826769	93.53032347828294	1911.469676521717	2129.166148615475	794.7353054423745	8.776916210581449	0.4059590868291699	0.18430480812556677	0.18298901176337215	0.22674709328189058	0.2637765586134259	0.0010778670932642049	0.0010778670932642053	-29031.21775826769	0.0	-523.7110049904708
79000	-29786.77042010366	-750.5427039770082	-29036.227716126654	94.37332075279168	1910.6266792472084	2124.4862072311357	747.9583449879801	8.596903917152732	0.40140366818341844	0.19053145792190007	0.1841294949463421	0.22393537894833881	0.2689777668868036	0.0010841848727285465	0.0010841848727285463	-29036.227716126654	0.0	-522.8818342888267
80000	-29773.306816724467	-749.7066546728103	-29023.600162051658	91.33107494959894	1913.668925050401	2079.645618048961	596.4350972997454	8.869682936732287	0.4074861451816676	0.1874530968426564	0.18633707114552575	0.21872368683014967	0.2689777668868036	0.0011193967331321727	0.0011193967331321723	-29023.600162051658	0.0	-521.9399577377991
81000	-29767.342418455817	-745.1125889120756	-29022.229829543743	87.28113535321364	1917.7188646467864	1984.1157557174718	665.8323467231619	8.869682936732287	0.3959569992012424	0.1913387685429065	0.19001184580376362	0.22269238645208697	0.27108270916534444	0.0011825078206226282	0.0011825078206226278	-29022.229829543743	0.0	-517.2724623565582
82000	-29775.56190652217	-751.8116240908575	-29023.750282431312	94.17774048157682	1910.8222595184232	2125.333312350478	881.4712664253096	8.583058102708065	0.3979002125940271	0.18082111608480517	0.19358376502481964	0.22769490629634762	0.26832433760923025	0.001062212178469086	0.001062212178469086	-29023.750282431312	0.0	-524.2110776376318
83000	-29778.35705267669	-752.0801196347097	-29026.27693304198	96.41311031825056	1908.5868896817494	2137.759788975423	608.1454683354294	8.583058102708065	0.4088727988249384	0.18082111608480517	0.1829755060165295	0.22733057907372647	0.28833210095117023	0.0010917510130899	0.0010917510130898996	-29026.27693304198	0.0	-524.3524114986935
84000	-29785.80534954142	-752.6955787730785	-29033.109770768344	99.42442303598267	1905.5755769640173	2135.79356511931	579.6853406254229	8.638420339925338	0.3994981083494332	0.19308370118852328	0.18625806765540223	0.22116012280664082	0.2648301896288691	0.0010917510130899	0.001091751013089899	-29033.109770768344	0.0	-525.0053870827983
85000	-29784.407636849814	-749.1239955887602	-29035.283641261052	94.63627672355275	1910.3637232764472	2081.459703148381	704.0752097440769	8.444403700158857	0.3994981083494332	0.19069388980000399	0.18625806765540223	0.22354993419516012	0.2613397552197708	0.0011069942205747662	0.0011069942205747662	-29035.283641261052	0.0	-521.4879184013683
